Severity 1-day,Severity 2-day,Severity 3-day,Severity 4-day,Severity 5-day,Severity 6-day,Severity 7-day,Total Deaths Hospital,Hospital Name,CMS Certification Number,countyFIPS,CountyName,StateName,System Affiliation
1,1,2,2,2,3,3,0,Trinity Regional Medical Center,160016,19187,Webster,Iowa,"UnityPoint Health - Des Moines, IA"
1,1,2,2,2,3,3,0,Niobrara Community Hospital,531314,56027,Niobrara,Wyoming,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Stephens County Hospital,110032,13257,Stephens,Georgia,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Flint River Community Hospital,110190,13193,Macon,Georgia,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Baptist Health Medical Center - Arkadelphia,41321,5019,Clark,Arkansas,"Baptist Health - Little Rock, AR"
1,1,2,2,2,3,3,0,Hill Regional Hospital,450192,48217,Hill,Texas,"Community Health Systems, Inc. (CHS) - Franklin, TN"
1,1,2,2,2,3,3,0,Cox Barton County Hospital,261325,29011,Barton,Missouri,"CoxHealth - Springfield, MO"
1,1,2,2,2,3,3,0,Williamson Memorial Hospital,510077,54059,Mingo,West Virginia,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Anderson County Hospital,171316,20003,Anderson,Kansas,"Saint Luke's Health System - Kansas City, MO"
1,1,2,2,2,3,3,0,Lake District Hospital,381309,41037,Lake,Oregon,"Not In Any System - ,"
1,1,2,2,2,3,3,0,FirstHealth Moore Regional Hospital,340115,37125,Moore,North Carolina,"FirstHealth of the Carolinas - Pinehurst, NC"
1,1,2,2,2,3,3,0,IU Health Tipton Hospital,151311,18159,Tipton,Indiana,"Indiana University Health - Indianapolis, IN"
1,1,2,2,2,3,3,0,Steele Memorial Medical Center,131305,16059,Lemhi,Idaho,"Not In Any System - ,"
1,1,2,2,3,3,3,0,Jackson County Regional Health Center,161329,19097,Jackson,Iowa,"Genesis Health System - Davenport, IA"
1,1,2,2,3,3,3,0,Russell Regional Hospital,171350,20167,Russell,Kansas,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Delta County Memorial Hospital,60071,8029,Delta,Colorado,"Not In Any System - ,"
1,1,2,2,3,3,3,0,Beartooth Billings Clinic,271326,30009,Carbon,Montana,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Faulkton Area Medical Center,431301,46049,Faulk,South Dakota,"Not In Any System - ,"
1,1,2,2,3,3,3,0,Mercy Hospital Ozark,41303,5047,Franklin,Arkansas,"Mercy - Chesterfield, MO"
1,1,2,2,3,3,3,0,Dukes Memorial Hospital,151318,18103,Miami,Indiana,"Community Health Systems, Inc. (CHS) - Franklin, TN"
1,1,2,2,3,3,3,0,Morton County Hospital,170166,20129,Morton,Kansas,"Not In Any System - ,"
1,1,2,2,3,3,3,0,Pike County Memorial Hospital,261333,29163,Pike,Missouri,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Goodland Regional Medical Center,171370,20181,Sherman,Kansas,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Unity Point Health Memorial Hospital,141305,17067,Hancock,Illinois,"UnityPoint Health - Des Moines, IA"
1,1,2,2,2,3,3,0,Morrill County Community Hospital,281318,31123,Morrill,Nebraska,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Saint Mary's Good Samaritan Hospital,111329,13133,Greene,Georgia,"Trinity Health - Livonia, MI"
1,1,2,2,2,3,3,0,Prairie Ridge Hospital and Health Services-Elbow Lake Campus,241379,27051,Grant,Minnesota,"Not In Any System - ,"
1,1,2,2,3,3,3,0,Marshall Medical Center,441309,47117,Marshall,Tennessee,"Maury Regional Healthcare System - Columbia, TN"
1,1,2,2,2,3,3,0,Memorial Medical Center,451356,48057,Calhoun,Texas,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Tri-State Memorial Hospital,501332,53003,Asotin,Washington,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Lewis County General Hospital,331317,36049,Lewis,New York,"Not In Any System - ,"
1,1,2,2,2,3,3,0,George C. Grape Community Hospital,161324,19071,Fremont,Iowa,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Reeves County Hospital District,451377,48389,Reeves,Texas,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Lake View Hospital,241308,27075,Lake,Minnesota,"Saint Luke's Health Care System - Duluth, MN"
1,1,2,2,3,3,3,0,Southern Tennessee - Lawrenceburg,440175,47099,Lawrence,Tennessee,"LifePoint Health - Brentwood, TN"
1,1,2,2,2,3,3,0,Gifford Medical Center,471301,50017,Orange,Vermont,"Not In Any System - ,"
1,1,2,2,2,3,3,0,United Hospital District,241369,27043,Faribault,Minnesota,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Johnson County Healthcare Center,531308,56019,Johnson,Wyoming,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Sidney Health Center,271344,30083,Richland,Montana,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Grant Memorial Hospital,511316,54023,Grant,West Virginia,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Florida State Hospital,100298,12039,Gadsden,Florida,"Florida Department of Health - Tallahassee, FL"
1,1,2,2,2,2,2,0,Ottawa County Health Center,171328,20143,Ottawa,Kansas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Good Samaritan Hospital,150042,18083,Knox,Indiana,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Regional Medical Center,420068,45075,Orangeburg,South Carolina,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Jasper Memorial Hospital,111303,13159,Jasper,Georgia,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Riverview Behavioral Health,44020,5091,Miller,Arkansas,"Acadia Healthcare - Franklin, TN"
1,1,2,2,2,2,2,0,Perry County Memorial Hospital,261311,29157,Perry,Missouri,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Hemphill County Hospital,450578,48211,Hemphill,Texas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,War Memorial Hospital,511309,54065,Morgan,West Virginia,"Valley Health - Winchester, VA"
1,1,2,2,2,2,2,0,Holton Community Hospital,171319,20085,Jackson,Kansas,"Not In Any System - ,"
1,1,2,2,2,3,3,0,Unity Health White County Medical Center,40014,5145,White,Arkansas,"Unity Health - Searcy, AR"
1,1,2,2,2,2,2,0,Howard County Medical Center,281338,31093,Howard,Nebraska,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Merrick Medical Center,281328,31121,Merrick,Nebraska,"Bryan Health - Lincoln, NE"
1,1,2,2,2,2,2,0,Ascension Seton Smithville,450143,48021,Bastrop,Texas,"Ascension Health - Saint Louis, MO"
1,1,2,2,2,2,2,0,Skiff Medical Center,160032,19099,Jasper,Iowa,"MercyOne - West Des Moines, IA"
1,1,2,2,2,2,2,0,Keefe Memorial Hospital,61343,8017,Cheyenne,Colorado,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Mission Hospital McDowell,340087,37111,McDowell,North Carolina,"HCA Healthcare - Nashville, TN"
1,1,2,2,2,2,2,0,Penn Highlands Huntingdon,390056,42061,Huntingdon,Pennsylvania,"Penn Highlands Healthcare - DuBois, PA"
1,1,2,2,2,2,2,0,Rainy Lake Medical Center,241322,27071,Koochiching,Minnesota,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Mercy Hospital Lebanon,260059,29105,Laclede,Missouri,"Mercy - Chesterfield, MO"
1,1,2,2,2,2,2,0,Sycamore Shoals Hospital,440018,47019,Carter,Tennessee,"Ballad Health - Johnson City, TN"
1,1,2,2,2,2,2,0,Pleasant Valley Hospital,510012,54053,Mason,West Virginia,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Guadalupe Regional Medical Center,450104,48187,Guadalupe,Texas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Livingston HealthCare,271317,30067,Park,Montana,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Valley Regional Hospital,301308,33019,Sullivan,New Hampshire,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Chase County Community Hospital,281351,31029,Chase,Nebraska,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Park City Hospital,460057,49043,Summit,Utah,"Intermountain Health Care, Inc - Salt Lake City, UT"
1,1,2,2,2,2,2,0,CarolinaEast Medical Center,340131,37049,Craven,North Carolina,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Pender Memorial Hospital,341307,37141,Pender,North Carolina,"New Hanover Health Network - Wilmington, NC"
1,1,2,2,2,2,2,0,Pratt Regional Medical Center,170027,20151,Pratt,Kansas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Greenbrier Valley Medical Center,510002,54025,Greenbrier,West Virginia,"Community Health Systems, Inc. (CHS) - Franklin, TN"
1,1,2,2,2,2,2,0,Jackson Purchase Medical Center,180116,21083,Graves,Kentucky,"LifePoint Health - Brentwood, TN"
1,1,2,2,2,2,2,0,Ephraim McDowell Fort Logan Hospital,181315,21137,Lincoln,Kentucky,"Ephraim McDowell Health - Danville, KY"
1,1,2,2,2,2,2,0,HSHS Holy Family Hospital,140137,17005,Bond,Illinois,"Hospital Sisters Health System (HSHS) - Springfield, IL"
1,1,2,2,2,2,2,0,Mercy Hospital Aurora,261316,29109,Lawrence,Missouri,"Mercy - Chesterfield, MO"
1,1,2,2,2,2,2,0,Prattville Baptist Hospital,10108,1001,Autauga,Alabama,"Baptist Health - Montgomery, AL"
1,1,2,2,2,2,2,0,Titus Regional Medical Center,450080,48449,Titus,Texas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Parkview Wabash Hospital,151310,18169,Wabash,Indiana,"Parkview Health - Fort Wayne, IN"
1,1,2,2,2,2,2,0,Guadalupe County Hospital,320067,35019,Guadalupe,New Mexico,"Not In Any System - ,"
1,1,2,2,2,2,2,0,CHRISTUS Spohn Hospital Beeville,450082,48025,Bee,Texas,"CHRISTUS Health - Irving, TX"
1,1,2,2,2,2,2,0,Lane County Hospital,171303,20101,Lane,Kansas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Box Butte General Hospital,281360,31013,Box Butte,Nebraska,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Grady General Hospital,110121,13131,Grady,Georgia,"Archbold Medical Center - Thomasville, GA"
1,1,2,2,2,2,2,0,Warren Memorial Hospital,490033,51187,Warren,Virginia,"Valley Health - Winchester, VA"
1,1,2,2,2,2,2,0,Dorminy Medical Center,110073,13017,Ben Hill,Georgia,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Barrett Hospital & Healthcare,271318,30001,Beaverhead,Montana,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Wayne County Hospital,181321,21231,Wayne,Kentucky,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Guthrie County Hospital,161314,19077,Guthrie,Iowa,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Dimmit Regional Hospital,451390,48127,Dimmit,Texas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Merit Health Natchez,250084,28001,Adams,Mississippi,"Community Health Systems, Inc. (CHS) - Franklin, TN"
1,1,2,2,2,2,2,0,Moab Regional Hospital,461302,49019,Grand,Utah,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Grafton City Hospital,511307,54091,Taylor,West Virginia,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Mile Bluff Medical Center,520109,55057,Juneau,Wisconsin,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Summers County ARH Hospital,511310,54089,Summers,West Virginia,"Appalachian Regional Healthcare - Lexington, KY"
1,1,2,2,2,2,2,0,Murray-Calloway County Hospital,180027,21035,Calloway,Kentucky,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Clarke County Hospital,161348,19039,Clarke,Iowa,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Glacial Ridge Hospital,241376,27121,Pope,Minnesota,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Morristown-Hamblen Hospital,440030,47063,Hamblen,Tennessee,"Covenant Health - Knoxville, TN"
1,1,2,2,2,2,2,0,Adams County Regional Medical Center,361326,39001,Adams,Ohio,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Los Alamos Medical Center,320033,35028,Los Alamos,New Mexico,"LifePoint Health - Brentwood, TN"
1,1,2,2,2,2,2,0,ThedaCare Medical Center- Shawano,521346,55115,Shawano,Wisconsin,"ThedaCare, Inc - Appleton, WI"
1,1,2,2,2,2,2,0,Glenn Medical Center,51306,6021,Glenn,California,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Sharkey-Issaquena Community Hospital,250079,28125,Sharkey,Mississippi,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Nemaha County Hospital,281324,31127,Nemaha,Nebraska,"Not In Any System - ,"
1,1,2,2,2,2,2,0,CHRISTUS Spohn Hospital Kleberg,450163,48273,Kleberg,Texas,"CHRISTUS Health - Irving, TX"
1,1,2,2,2,2,2,0,Breckinridge Memorial Hospital,181319,21027,Breckinridge,Kentucky,"Not In Any System - ,"
1,1,2,2,2,2,2,0,The Medical Center at Scottsville,181324,21003,Allen,Kentucky,"Med Center Health - Bowling Green, KY"
1,1,2,2,2,2,2,0,Carris Health - Redwood Hospital,241351,27127,Redwood,Minnesota,"CentraCare Health System - St. Cloud, MN"
1,1,2,2,2,2,2,0,Saint Elizabeth's Medical Center,241335,27157,Wabasha,Minnesota,"Ascension Health - Saint Louis, MO"
1,1,2,2,2,2,2,0,T. J. Samson Community Hospital,180017,21009,Barren,Kentucky,"T.J. Regional Health - Glasgow, KY"
1,1,2,2,2,2,2,0,Wheatland Memorial Healthcare,271321,30107,Wheatland,Montana,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Power County Hospital District,131304,16077,Power,Idaho,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Uvalde Memorial Hospital,451387,48463,Uvalde,Texas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Concho County Hospital,451325,48095,Concho,Texas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Memorial Community Hospital,281359,31177,Washington,Nebraska,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Cloud County Health Center,171349,20029,Cloud,Kansas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Battle Mountain General Hospital,291303,32015,Lander,Nevada,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Pipestone County Medical Center,241374,27117,Pipestone,Minnesota,"Avera Health - Sioux Falls, SD"
1,1,2,2,2,2,2,0,Southeast Georgia Health System - Camden Campus,110146,13039,Camden,Georgia,"Southeast Georgia Health System - Brunswick, GA"
1,1,2,2,2,2,2,0,Greene County General Hospital,151317,18055,Greene,Indiana,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Indiana University Health Frankfort Hospital,151316,18023,Clinton,Indiana,"Indiana University Health - Indianapolis, IN"
1,1,2,2,2,2,2,0,Sampson Regional Medical Center,340024,37163,Sampson,North Carolina,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Evans Memorial Hospital,110142,13109,Evans,Georgia,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Essentia Health - Ada Hospital,241313,27107,Norman,Minnesota,"Essentia Health - Duluth, MN"
1,1,2,2,2,2,2,0,Northridge Medical Center,110040,13157,Jackson,Georgia,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Broaddus Hospital,511300,54001,Barbour,West Virginia,"Davis Health System - Elkins, WV"
1,1,2,2,2,2,2,0,Washakie Medical Center,531306,56043,Washakie,Wyoming,"Banner Health - Phoenix, AZ"
1,1,2,2,2,2,2,0,TriStar Ashland City,441311,47021,Cheatham,Tennessee,"HCA Healthcare - Nashville, TN"
1,1,2,2,2,2,2,0,Madison County Memorial Hospital,161326,19121,Madison,Iowa,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Davis Medical Center,510030,54083,Randolph,West Virginia,"Davis Health System - Elkins, WV"
1,1,2,2,2,2,2,0,RC Hospital And Clinics - Olivia,241306,27129,Renville,Minnesota,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Henry County Hospital,361309,39069,Henry,Ohio,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Memorial Hospital and Health Care Center,150115,18037,Dubois,Indiana,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Nell J. Redfield Memorial Hospital,131303,16071,Oneida,Idaho,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Trigg County Hospital,181304,21221,Trigg,Kentucky,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Memorial Hospital and Manor,110132,13087,Decatur,Georgia,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Virginia Gay Hospital,161349,19011,Benton,Iowa,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Regional Medical Center,161343,19055,Delaware,Iowa,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Lost Rivers Medical Center,131324,16023,Butte,Idaho,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Horn Memorial Hospital,161354,19093,Ida,Iowa,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Webster County Memorial Hospital,511301,54101,Webster,West Virginia,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Ephraim McDowell James B. Haggin Hospital,181302,21167,Mercer,Kentucky,"Ephraim McDowell Health - Danville, KY"
1,1,2,2,2,2,2,0,North Shore Health,241317,27031,Cook,Minnesota,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Crosbyton Clinic Hospital,451345,48107,Crosby,Texas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Ascension St. Vincent Salem,151314,18175,Washington,Indiana,"Ascension Health - Saint Louis, MO"
1,1,2,2,2,2,2,0,Wood County Hospital,360029,39173,Wood,Ohio,"Not In Any System - ,"
1,1,2,2,2,2,2,0,South Lyon Medical Center,291314,32019,Lyon,Nevada,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Geisinger Lewistown Hospital,390048,42087,Mifflin,Pennsylvania,"Geisinger - Danville, PA"
1,1,2,2,2,2,2,0,Newark-Wayne Community Hospital,330030,36117,Wayne,New York,"Rochester Regional Health System - Rochester, NY"
1,1,2,2,2,2,2,0,FHN Memorial Hospital,140160,17177,Stephenson,Illinois,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Marcus Daly Memorial Hospital,271340,30081,Ravalli,Montana,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Cochran Memorial Hospital,451366,48079,Cochran,Texas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,MidMichigan Medical Center - Midland,230222,26111,Midland,Michigan,"MidMichigan Health - Midland, MI"
1,1,2,2,2,2,2,0,Pershing General Hospital,291304,32027,Pershing,Nevada,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Cass Lake Hospital,241358,27021,Cass,Minnesota,"Indian Health Service - Rockville, MD"
1,1,2,2,2,2,2,0,Mary Rutan Hospital,360197,39091,Logan,Ohio,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Cameron Regional Medical Center,260057,29049,Clinton,Missouri,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Genesis Hospital,360039,39119,Muskingum,Ohio,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Permian Regional Medical Center,450144,48003,Andrews,Texas,"Not In Any System - ,"
1,1,2,2,2,2,3,0,CHI Saint Joseph Health Mount Sterling,180064,21173,Montgomery,Kentucky,"CommonSpirit Health - Englewood, CO"
1,1,2,2,2,2,3,0,Adena Pike Medical Center,361334,39131,Pike,Ohio,"Adena Health System - Chillicothe, OH"
1,1,2,2,2,2,3,0,Southwell Medical,110101,13075,Cook,Georgia,"Tift Regional Health System - Tifton, GA"
1,1,2,2,2,2,3,0,HSHS Saint Anthony's Memorial Hospital,140032,17049,Effingham,Illinois,"Hospital Sisters Health System (HSHS) - Springfield, IL"
1,1,2,2,2,2,3,0,Mimbres Memorial Hospital,321309,35029,Luna,New Mexico,"Quorum Health Corporation - Brentwood, TN"
1,1,2,2,2,2,3,0,Colusa Medical Center,50783,6011,Colusa,California,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Caribou Memorial Hospital,131309,16029,Caribou,Idaho,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Mayo Clinic Health System in Albert Lea,240043,27047,Freeborn,Minnesota,"Mayo Clinic Health System - Rochester, MN"
1,1,2,2,2,2,3,0,Memorial Hospital,370178,40001,Adair,Oklahoma,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Sidney Regional Health Center,281357,31033,Cheyenne,Nebraska,"Not In Any System - ,"
1,1,2,2,2,2,3,0,OhioHealth Hardin Memorial Hospital,361315,39065,Hardin,Ohio,"OhioHealth - Columbus, OH"
1,1,2,2,2,2,3,0,Optim Medical Center Screven,111312,13251,Screven,Georgia,"Optim Healthcare - Savannah, GA"
1,1,2,2,2,2,3,0,Munson Healthcare Cadillac Hospital,230081,26165,Wexford,Michigan,"Munson Healthcare - Traverse City, MI"
1,1,2,2,2,2,3,0,Hiawatha Community Hospital,171341,20013,Brown,Kansas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Phelps Memorial Health Center,281362,31137,Phelps,Nebraska,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Ascension Sacred Heart Hospital on the Gulf,100313,12045,Gulf,Florida,"Ascension Health - Saint Louis, MO"
1,1,2,2,2,2,3,0,Miners' Colfax Medical Center,321307,35007,Colfax,New Mexico,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Mountainview Medical Center,271306,30059,Meagher,Montana,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Helena Regional Medical Center,40085,5107,Phillips,Arkansas,"Quorum Health Corporation - Brentwood, TN"
1,1,2,2,2,2,3,0,Northeastern Vermont Regional Hospital,471303,50005,Caledonia,Vermont,"Not In Any System - ,"
1,1,2,2,2,2,3,0,TriStar Horizon Medical Center,440046,47043,Dickson,Tennessee,"HCA Healthcare - Nashville, TN"
1,1,2,2,2,2,3,0,Regional Health Services of Howard County,161328,19089,Howard,Iowa,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Clinton Memorial Hospital,360175,39027,Clinton,Ohio,"LifePoint Health - Brentwood, TN"
1,1,2,2,2,2,3,0,Avera Queen of Peace Hospital,430013,46035,Davison,South Dakota,"Avera Health - Sioux Falls, SD"
1,1,2,2,2,2,3,0,Marshall County Healthcare Center Avera,431312,46091,Marshall,South Dakota,"Avera Health - Sioux Falls, SD"
1,1,2,2,2,2,3,0,LeConte Medical Center,440081,47155,Sevier,Tennessee,"Covenant Health - Knoxville, TN"
1,1,2,2,2,2,3,0,Boundary Community Hospital,131301,16021,Boundary,Idaho,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Mason General Hospital,501336,53045,Mason,Washington,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Jackson County Memorial Hospital,370022,40065,Jackson,Oklahoma,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Ascension St. Vincent Jennings,151303,18079,Jennings,Indiana,"Ascension Health - Saint Louis, MO"
1,1,2,2,2,2,3,0,F.W. Huston Medical Center,171314,20087,Jefferson,Kansas,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Cavalier County Memorial Hospital,351323,38019,Cavalier,North Dakota,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Sutter Coast Hospital,50417,6015,Del Norte,California,"Sutter Health - Sacramento, CA"
1,1,2,2,2,2,3,0,CHI Oakes Community Hospital,351315,38021,Dickey,North Dakota,"CommonSpirit Health - Englewood, CO"
1,1,2,2,2,2,3,0,Saint Elizabeth Community Hospital,50042,6103,Tehama,California,"CommonSpirit Health - Englewood, CO"
1,1,2,2,2,2,3,0,Starr Regional Medical Center - Athens,440068,47107,McMinn,Tennessee,"LifePoint Health - Brentwood, TN"
1,1,2,2,2,2,3,0,Medical Center of South Arkansas,40088,5139,Union,Arkansas,"Community Health Systems, Inc. (CHS) - Franklin, TN"
1,1,2,2,2,2,3,0,Holy Rosary Healthcare,271347,30017,Custer,Montana,"SCL Health - Denver, CO"
1,1,2,2,2,2,3,0,Vidant Beaufort Hospital,340186,37013,Beaufort,North Carolina,"Vidant Health - Greenville, NC"
1,1,2,2,3,3,3,0,Cullman Regional Medical Center,10035,1043,Cullman,Alabama,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Sanford Jackson Medical Center,241315,27063,Jackson,Minnesota,"Sanford Health - Fargo, Sioux Falls, ND"
1,1,2,2,2,2,3,0,UnityPoint Health - Marshalltown,160001,19127,Marshall,Iowa,"UnityPoint Health - Des Moines, IA"
1,1,2,2,2,2,3,0,Harrison County Community Hospital,261312,29081,Harrison,Missouri,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Community Memorial Healthcare,171363,20117,Marshall,Kansas,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Shands Live Oak Regional Medical Center,101301,12121,Suwannee,Florida,"Community Health Systems, Inc. (CHS) - Franklin, TN"
1,1,2,2,2,2,3,0,Brooks County Hospital,111332,13027,Brooks,Georgia,"Archbold Medical Center - Thomasville, GA"
1,1,2,2,2,2,3,0,Crook County Medical Services District,531311,56011,Crook,Wyoming,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Dale Medical Center,10021,1045,Dale,Alabama,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Porter Medical Center,471307,50001,Addison,Vermont,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Glen Rose Medical Center,450451,48425,Somervell,Texas,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Sevier Valley Hospital,460026,49041,Sevier,Utah,"Intermountain Health Care, Inc - Salt Lake City, UT"
1,1,2,2,2,2,3,0,Abbeville Area Medical Center,421301,45001,Abbeville,South Carolina,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Waldo County General Hospital,201312,23027,Waldo,Maine,"MaineHealth - Portland, ME"
1,1,2,2,2,2,3,0,Fulton County Health Center,361333,39051,Fulton,Ohio,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Transylvania Regional Hospital,341319,37175,Transylvania,North Carolina,"HCA Healthcare - Nashville, TN"
1,1,2,2,2,2,3,0,Pagosa Springs Medical Center,61328,8007,Archuleta,Colorado,"Not In Any System - ,"
1,1,2,2,2,2,3,0,North Country Hospital,471304,50019,Orleans,Vermont,"Not In Any System - ,"
1,1,2,2,2,2,3,0,Baptist Memorial Hospital - Golden Triangle,250100,28087,Lowndes,Mississippi,"Baptist Memorial Health Care Corporation - Memphis, TN"
1,1,2,2,2,2,2,0,Archbold Medical Center,110038,13275,Thomas,Georgia,"Archbold Medical Center - Thomasville, GA"
1,1,2,2,2,2,2,0,Compass Memorial Healthcare,161317,19095,Iowa,Iowa,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Adena Regional Medical Center,360159,39141,Ross,Ohio,"Adena Health System - Chillicothe, OH"
1,1,2,2,2,2,2,0,Rooks County Health Center,171311,20163,Rooks,Kansas,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Asante Three Rivers Medical Center,380002,41033,Josephine,Oregon,"Asante Health System - Medford, OR"
1,1,2,2,2,2,2,0,Berger Hospital,360170,39129,Pickaway,Ohio,"OhioHealth - Columbus, OH"
1,1,2,2,2,2,2,0,Mercy Health-Urbana,361312,39021,Champaign,Ohio,"Bon Secours Mercy Health - Cincinnati, OH"
1,1,2,2,2,2,2,0,Franciscan  Health  Crawfordsville,150022,18107,Montgomery,Indiana,"Franciscan Health - Mishawaka, IN"
1,1,2,2,2,2,2,0,Great River Medical Center,160057,19057,Des Moines,Iowa,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Vidant Roanoke-Chowan Hospital,340099,37091,Hertford,North Carolina,"Vidant Health - Greenville, NC"
1,1,2,2,2,2,2,0,Mount San Rafael Hospital,61321,8071,Las Animas,Colorado,"Not In Any System - ,"
1,1,2,2,2,2,2,0,Mercy Hospital Logan County,371317,40083,Logan,Oklahoma,"Mercy - Chesterfield, MO"
